,会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの,color
1900,102666,web,1,1960,62,60代,福井県,敦賀市,500万円以上 600万円未満,mobile/iphone,2022-05-22 22:26:00,5月,うみんぴあ大飯 エリア,64.うみんぴあ大飯 エリア,おおい町,嶺南西部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦2人,"宿でのんびり過ごす
地元の美味しいものを食べる
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
インターネット・アプリ
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,六呂師高原,,選択なし/該当施設なし,,"10,000円以上 20,000円未満",5,きれい,感じなかった,,10,,,福井県在住,海産物以外のグルメ,blue
1911,104570,道の駅「南えちぜん山海里」 エリア,2,1986,36,30代,愛知県,名古屋市天白区,300万円以上 400万円未満,mobile/iphone,2022-05-22 21:20:43,5月,道の駅「南えちぜん山海里」 エリア,43.道の駅「南えちぜん山海里」 エリア,南越前町,丹南,,1泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県金沢市,夫婦2人,"地元の美味しいものを食べる
お祭りやイベントへの参加・見物
まちあるき、都市散策
",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ
Instagram
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"5,000円以上 10,000円未満","3,000円以上 5,000円未満",初めて,選択なし/該当施設なし,加賀　伝統工芸村　ゆのくにの森,選択なし/該当施設なし,自宅,"1,000円未満",4,きれい、新しい、商品のセレクトがおしゃれ,感じなかった,,8,道の駅、新しくてきれいでおしゃれだった。,飲食店も色々あってよかった。,また行きたい（1年以内）,海鮮だけでなく、肉・野菜・果物も味わいたい。道の駅では海鮮系が7～8割で多かった印象。着替えや持ち物なく手軽に楽しめるアクティビティがあればうれしい。,blue
1915,104567,うみんぴあ大飯 エリア,2,1962,60,60代,兵庫県,川辺郡,600万円以上 700万円未満,mobile/iphone,2022-05-22 20:57:55,5月,うみんぴあ大飯 エリア,64.うみんぴあ大飯 エリア,おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
ドライブ・ツーリング
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Facebook
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",5,うみんぴあで食べたお魚が新鮮で美味しかったし、エルガイアおおいも大人でも結構楽しめるし、おおいの湯も気持ち良かったし。,感じなかった,,10,"うみんぴあ大飯で食べる、新鮮なお刺身。
フードコートでご飯とあら汁を買って海鮮丼にして食べたら最高です。
値段も安いし。",,また行きたい（1年以内）,,blue
1921,104565,うみんぴあ大飯 エリア,2,1955,67,60代,福井県,大飯郡,400万円以上 500万円未満,mobile/android,2022-05-22 20:18:27,5月,うみんぴあ大飯 エリア,64.うみんぴあ大飯 エリア,おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,自分ひとり,"買い物、アウトレット
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,,"5,000円以上 10,000円未満","1,000円未満","1,000円未満",11回目以上,エルガイアおおい,,熊川宿,,"1,000円未満",4,売店の店員さんに親切に対応して頂いた。,感じなかった,,7,,,福井県在住,,blue
1922,102031,氣比神宮 エリア,2,1969,53,50代,福井県,敦賀市,600万円以上 700万円未満,mobile/android,2022-05-22 20:16:41,5月,越前大仏 エリア,22.越前大仏 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,,"1,000円以上 3,000円未満",使わない,"1,000円以上 3,000円未満",初めて,道の駅「越前おおの荒島の郷」,,白山平泉寺歴史探遊館 まほろば,,"1,000円未満",4,,感じた,,6,,商店街がシャッター通りになっており人に薦めたいとは悩んでしまう,福井県在住,,blue
1923,104564,レインボーライン エリア,1,1992,30,30代,石川県,金沢市,400万円以上 500万円未満,mobile/iphone,2022-05-22 20:11:35,5月,レインボーライン エリア,59.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,自分ひとり,"名所、旧跡の観光
ドライブ・ツーリング
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"新聞・雑誌・ガイドブック
インターネット・アプリ
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,"レンタカー
",0,1,0,0,0,0,0,"レンタカー
",0,0,0,0,とても満足,小回りが効くため。,使わない,"5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,道の駅「若狭熊川宿」,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",5,リフトがあったこと、山頂公園のコンテンツにしっかり力を入れているように思われたこと。,感じなかった,,10,山頂公園、レインボーラインの山道ドライブと三方五湖と島の緑のきれいなコントラストを満喫できるため。岡太神社・大瀧神社、珍しい形の社殿を見れるため。,特になし,また行きたい（1年以内）,,blue
1924,102031,氣比神宮 エリア,2,1969,53,50代,福井県,敦賀市,600万円以上 700万円未満,mobile/android,2022-05-22 20:09:56,5月,道の駅「越前おおの荒島の郷」 エリア,16.道の駅「越前おおの荒島の郷」 エリア,大野市,勝山市・大野市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"1,000円以上 3,000円未満",使わない,"1,000円以上 3,000円未満",初めて,選択なし/該当施設なし,,越前大仏,,"1,000円以上 3,000円未満",5,施設の広さ、品物の多さ、体験できる遊び場,感じなかった,,10,,とても楽しめる施設でいい,福井県在住,,blue
1925,104558,レインボーライン エリア,1,1956,66,60代,石川県,小松市,200万円以上 300万円未満,mobile/android,2022-05-22 19:49:16,5月,レインボーライン エリア,59.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"花見や紅葉などの自然鑑賞
ドライブ・ツーリング
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"インターネット・アプリ
友人・知人
",0,0,0,0,0,1,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満",2～5回目,三方五湖,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",4,天気が良くて 暑すぎず寒くもなく 眺望が最高でした,感じなかった,,7,天空のテラスが良かった。昔行った時と全然変わっていて、オシャレでキレイで、あちこちにテラス席があって、バラ園もちょっと時期が早くて一部しか咲いてなかったけど、素晴らしいと思いました。,レストランのピザが売り切れで食べれなかった。 ステーキもカレーも美味しかったけど、メニューが少なくて残念でした。,機会があれば行きたい,,blue
1932,104541,東尋坊 エリア,2,1976,46,40代,愛知県,一宮市,500万円以上 600万円未満,mobile/android,2022-05-22 18:14:33,5月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,友人,"温泉や露天風呂
地元の美味しいものを食べる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
観光協会等の案内所
",0,0,0,0,0,1,0,0,0,0,0,1,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,選択肢なし,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,あわら温泉街,,越前そばの里,,"1,000円以上 3,000円未満",4,東尋坊は何度来ても美しいですね。,感じなかった,,10,サスペンスドラマにでてくる断崖絶壁。,,機会があれば行きたい,羽二重餅のできたてを食べられる和菓子屋さんなんかあるとうれしいです。,blue
1934,104527,web,2,1962,60,60代,福井県,勝山市,500万円以上 600万円未満,mobile/android,2022-05-22 17:31:20,5月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,夫婦2人,"温泉や露天風呂
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
友人・知人
",0,1,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"5,000円以上 10,000円未満",使わない,"1,000円以上 3,000円未満",6～10回目,選択なし/該当施設なし,西洋菓子倶楽部,ふれあいパーク三里浜(道の駅「みくに」),,"1,000円以上 3,000円未満",4,気持ち良い接客,感じなかった,,10,,,また行きたい（1年以内）,"福井はお米もお魚もとても美味しいです。
県外に旅行に行っても、やはり帰ってきてからの食事は、福井が一番！といつも思います。",blue
1935,104439,永平寺門前 エリア,1,1971,51,50代,愛知県,春日井市,700万円以上 800万円未満,mobile/iphone,2022-05-22 17:18:01,5月,一乗谷朝倉氏遺跡 エリア,01.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,小学生以下連れの家族,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光連盟やDMOのHP
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,大本山永平寺,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",4,戦国時代の遺構を間近で見れた。,感じた,駐車場の案内が少ない,8,福井グルメと歴史,甲冑の試着,機会があれば行きたい,,blue
1936,102247,道の駅「西山公園」 エリア,2,1972,50,50代,福井県,福井市,"1,200万円以上 1,500万円未満",mobile/iphone,2022-05-22 17:08:32,5月,JR敦賀駅前 エリア,48.JR敦賀駅前 エリア,敦賀市,嶺南東部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,,"1,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,氣比神宮,,"1,000円以上 3,000円未満",4,新幹線ができる前に着たかったから,感じなかった,,8,,,どちらともいえない,,blue
1939,104494,あわら温泉 エリア,1,1955,67,60代,滋賀県,近江八幡市,100万円以上 200万円未満,mobile/android,2022-05-22 15:52:34,5月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,滋賀県,夫婦2人,"温泉や露天風呂
地元の美味しいものを食べる
ドライブ・ツーリング
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"30,000円以上 40,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",6～10回目,越前そばの里,,選択なし/該当施設なし,,"20,000円以上 30,000円未満",4,福井キャンペーンを使えたのはありがたかった。,感じなかった,,10,周りに遊施設があまりないので、一泊ゴルフには温泉も良いのでいいと思う,,機会があれば行きたい,,blue
1942,104502,web,2,1986,36,30代,福井県,福井市,"900万円以上 1,000万円未満",mobile/android,2022-05-22 15:30:52,5月,花の駅 ゆりの里公園 エリア,09.花の駅 ゆりの里公園 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"花見や紅葉などの自然鑑賞
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,,,使わない,"1,000円未満","20,000円以上 30,000円未満",2～5回目,選択なし/該当施設なし,西武百貨店,選択なし/該当施設なし,,"1,000円以上 3,000円未満",5,公園がきれい,感じなかった,,10,バラがきれい,,福井県在住,日本一美味しい焼肉屋,blue
1945,104498,web,1,1981,41,40代,福井県,鯖江市,100万円未満,mobile/android,2022-05-22 15:23:22,5月,花の駅 ゆりの里公園 エリア,09.花の駅 ゆりの里公園 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,小学生以下連れの家族,"花見や紅葉などの自然鑑賞
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"5,000円以上 10,000円未満","1,000円以上 3,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",4,,感じた,駐車場,3,,,,,blue
1952,104476,web,2,1985,37,30代,福井県,福井市,700万円以上 800万円未満,mobile/android,2022-05-22 14:53:09,5月,レインボーライン エリア,59.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,小学生以下連れの家族,"温泉や露天風呂
テーマパーク（遊園地、動物園、博物館など）
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
Instagram
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,選択肢なし,,"10,000円以上 20,000円未満","1,000円以上 3,000円未満","10,000円以上 20,000円未満",初めて,若狭たかはま エルどらんど,子ども家族館,選択なし/該当施設なし,,"3,000円以上 5,000円未満",4,"天気が良く綺麗だった。
リフトがとてもきもちよかった。
ハンモックや椅子で少しゆっくり休めたし、子供が楽しそうだった。",感じた,"食事をする場所が少なく、上に上がると無かった。
お弁当とかが売られていると外でも食べられて素敵だなと思う。",10,景色,お弁当を売って欲しい,福井県在住,,blue
1956,104482,web,2,1974,48,40代,岐阜県,可児市,400万円以上 500万円未満,mobile/android,2022-05-22 14:42:37,5月,道の駅「越前おおの荒島の郷」 エリア,16.道の駅「越前おおの荒島の郷」 エリア,大野市,勝山市・大野市,,2泊,2泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,親,"宿でのんびり過ごす
温泉や露天風呂
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,道の駅「九頭竜・和泉ふれあい会館」,,選択なし/該当施設なし,,使わない,5,トイレが綺麗,感じた,駐車場が狭い,10,,,また行きたい（1年以内）,,blue
